Source,Target,Type,Time
4,8725,Directed,154653
3880,8762,Directed,154654
4,8725,Directed,154655
3891,8585,Directed,154656
528,8357,Directed,154657
250,8994,Directed,154658
7479,9147,Directed,154659
4,9070,Directed,154660
528,8357,Directed,154661
127,8334,Directed,154662
250,8994,Directed,154663
182,8366,Directed,154664
2111,8781,Directed,154665
94,9090,Directed,154666
2111,8781,Directed,154667
4965,8437,Directed,154668
3237,8260,Directed,154669
1042,9170,Directed,154670
1042,9170,Directed,154671
3237,8260,Directed,154672
6654,8883,Directed,154673
6654,8883,Directed,154674
250,8994,Directed,154675
4,8725,Directed,154676
1066,9197,Directed,154677
1478,8773,Directed,154678
63,8371,Directed,154679
250,8994,Directed,154680
1042,9170,Directed,154681
33,9077,Directed,154682
250,8994,Directed,154683
250,8994,Directed,154684
45,8423,Directed,154685
2111,8781,Directed,154686
965,8411,Directed,154687
7479,9147,Directed,154688
725,8473,Directed,154689
7947,9021,Directed,154690
965,8411,Directed,154691
965,8411,Directed,154692
7479,9147,Directed,154693
250,8994,Directed,154694
725,8473,Directed,154695
1983,8702,Directed,154696
7947,9021,Directed,154697
7479,9147,Directed,154698
7479,9147,Directed,154699
6179,9045,Directed,154700
224,8393,Directed,154701
1983,8406,Directed,154702
224,8393,Directed,154703
1562,8565,Directed,154704
6179,9045,Directed,154705
2111,8781,Directed,154706
4965,8437,Directed,154707
7083,9203,Directed,154708
4965,8437,Directed,154709
2111,8781,Directed,154710
1607,8367,Directed,154711
3000,8504,Directed,154712
164,9147,Directed,154713
6820,9194,Directed,154714
6820,9194,Directed,154715
2194,9028,Directed,154716
6820,9194,Directed,154717
3273,8564,Directed,154718
1025,8677,Directed,154719
3273,8564,Directed,154720
164,9147,Directed,154721
3273,8564,Directed,154722
164,9147,Directed,154723
6866,9185,Directed,154724
17,8639,Directed,154725
675,8411,Directed,154726
7,8227,Directed,154727
8116,9223,Directed,154728
8116,9223,Directed,154729
2306,8897,Directed,154730
7656,9219,Directed,154731
54,8277,Directed,154732
164,9147,Directed,154733
8116,9223,Directed,154734
109,8427,Directed,154735
659,9198,Directed,154736
1686,8390,Directed,154737
7947,9021,Directed,154738
7947,9021,Directed,154739
1686,8390,Directed,154740
6249,8853,Directed,154741
2306,8897,Directed,154742
3036,8956,Directed,154743
6967,9185,Directed,154744
36,8411,Directed,154745
2306,8753,Directed,154746
8117,8382,Directed,154747
8099,9171,Directed,154748
2306,8753,Directed,154749
967,8338,Directed,154750
36,8411,Directed,154751
2306,8753,Directed,154752
36,8411,Directed,154753
190,8577,Directed,154754
3709,8560,Directed,154755
2306,8753,Directed,154756
8099,9171,Directed,154757
2306,8753,Directed,154758
1558,8631,Directed,154759
3709,8560,Directed,154760
4621,9215,Directed,154761
2306,8753,Directed,154762
8118,8771,Directed,154763
823,8508,Directed,154764
2306,8753,Directed,154765
224,8393,Directed,154766
2697,8853,Directed,154767
6179,9045,Directed,154768
224,8393,Directed,154769
3709,8560,Directed,154770
3709,8560,Directed,154771
6967,9185,Directed,154772
1373,8922,Directed,154773
224,8393,Directed,154774
2697,8853,Directed,154775
3270,8986,Directed,154776
224,8393,Directed,154777
6179,9045,Directed,154778
3270,8986,Directed,154779
6179,9045,Directed,154780
7656,9219,Directed,154781
224,8393,Directed,154782
6866,9185,Directed,154783
4,8725,Directed,154784
2697,8853,Directed,154785
224,8393,Directed,154786
60,8282,Directed,154787
4,9070,Directed,154788
224,8393,Directed,154789
6179,9045,Directed,154790
7656,9219,Directed,154791
344,8460,Directed,154792
344,8460,Directed,154793
344,8460,Directed,154794
7271,9028,Directed,154795
344,8460,Directed,154796
2697,8853,Directed,154797
344,8460,Directed,154798
344,8460,Directed,154799
6179,9045,Directed,154800
220,8635,Directed,154801
344,8460,Directed,154802
7271,9028,Directed,154803
6866,9185,Directed,154804
344,8460,Directed,154805
344,8460,Directed,154806
224,8393,Directed,154807
7947,9021,Directed,154808
344,8460,Directed,154809
2697,8853,Directed,154810
7947,9021,Directed,154811
2306,8753,Directed,154812
2697,8853,Directed,154813
6866,9185,Directed,154814
285,8436,Directed,154815
285,8436,Directed,154816
1624,8802,Directed,154817
285,8437,Directed,154818
285,8437,Directed,154819
285,8437,Directed,154820
285,8437,Directed,154821
285,8437,Directed,154822
285,8626,Directed,154823
2892,9074,Directed,154824
285,8626,Directed,154825
2697,8437,Directed,154826
1670,9041,Directed,154827
2846,8988,Directed,154828
555,8388,Directed,154829
8119,8556,Directed,154830
2846,8988,Directed,154831
8120,8740,Directed,154832
3880,8762,Directed,154833
7656,9219,Directed,154834
1276,8706,Directed,154835
285,8436,Directed,154836
285,8436,Directed,154837
8121,8347,Directed,154838
1276,8706,Directed,154839
3015,8686,Directed,154840
1276,8706,Directed,154841
6099,8749,Directed,154842
3015,8686,Directed,154843
3880,8762,Directed,154844
1373,8922,Directed,154845
2697,8437,Directed,154846
8122,9049,Directed,154847
3252,8982,Directed,154848
3252,8982,Directed,154849
417,8481,Directed,154850
6099,8749,Directed,154851
417,8481,Directed,154852
285,8796,Directed,154853
285,8796,Directed,154854
1348,8471,Directed,154855
4752,8706,Directed,154856
4107,9047,Directed,154857
417,8481,Directed,154858
285,8437,Directed,154859
4107,9047,Directed,154860
3252,8982,Directed,154861
4752,8706,Directed,154862
285,8437,Directed,154863
285,8853,Directed,154864
417,8481,Directed,154865
17,8706,Directed,154866
285,8853,Directed,154867
6866,9185,Directed,154868
3252,8982,Directed,154869
285,8436,Directed,154870
1562,8565,Directed,154871
6866,9185,Directed,154872
6866,9185,Directed,154873
417,8481,Directed,154874
285,8389,Directed,154875
684,8632,Directed,154876
3252,8982,Directed,154877
7656,9219,Directed,154878
17,9088,Directed,154879
684,9051,Directed,154880
736,8605,Directed,154881
1276,9088,Directed,154882
197,8375,Directed,154883
3252,8982,Directed,154884
4107,9047,Directed,154885
1625,8249,Directed,154886
3015,8900,Directed,154887
3015,8900,Directed,154888
337,8460,Directed,154889
7656,9219,Directed,154890
292,8367,Directed,154891
292,8367,Directed,154892
736,8605,Directed,154893
4107,9047,Directed,154894
285,8853,Directed,154895
5998,8639,Directed,154896
8123,8405,Directed,154897
736,8605,Directed,154898
3252,8982,Directed,154899
684,8440,Directed,154900
5998,8639,Directed,154901
1276,8243,Directed,154902
3252,8982,Directed,154903
8124,8247,Directed,154904
4107,9047,Directed,154905
4202,8248,Directed,154906
823,8635,Directed,154907
3252,8982,Directed,154908
8125,8853,Directed,154909
823,8564,Directed,154910
4107,9047,Directed,154911
8126,9084,Directed,154912
484,8411,Directed,154913
86,8288,Directed,154914
951,8639,Directed,154915
1446,9084,Directed,154916
8127,8481,Directed,154917
7664,8993,Directed,154918
951,8639,Directed,154919
4752,9084,Directed,154920
506,8532,Directed,154921
4107,9047,Directed,154922
541,9084,Directed,154923
2041,8668,Directed,154924
3862,9084,Directed,154925
506,8277,Directed,154926
2541,9084,Directed,154927
3252,8982,Directed,154928
1446,9084,Directed,154929
8128,9084,Directed,154930
2214,8345,Directed,154931
86,8284,Directed,154932
3252,8982,Directed,154933
4752,9084,Directed,154934
7308,9084,Directed,154935
768,8317,Directed,154936
3270,8986,Directed,154937
2133,8411,Directed,154938
7656,9219,Directed,154939
3252,8982,Directed,154940
8129,8347,Directed,154941
3252,8982,Directed,154942
1828,8438,Directed,154943
5467,9118,Directed,154944
2133,8411,Directed,154945
7308,9084,Directed,154946
346,9198,Directed,154947
4107,9047,Directed,154948
4752,9084,Directed,154949
484,8994,Directed,154950
2214,8345,Directed,154951
4752,9084,Directed,154952
86,8284,Directed,154953
8130,9084,Directed,154954
2041,8668,Directed,154955
3762,9025,Directed,154956
4107,9047,Directed,154957
8130,9084,Directed,154958
6820,9194,Directed,154959
3252,8982,Directed,154960
1665,8813,Directed,154961
429,8411,Directed,154962
1973,9084,Directed,154963
3252,8982,Directed,154964
1973,9084,Directed,154965
3252,8982,Directed,154966
6820,9194,Directed,154967
4752,9084,Directed,154968
8131,9084,Directed,154969
506,8262,Directed,154970
6820,9194,Directed,154971
3252,8982,Directed,154972
4752,9084,Directed,154973
1973,9084,Directed,154974
3762,9025,Directed,154975
506,8504,Directed,154976
1973,9084,Directed,154977
3762,9025,Directed,154978
4752,9084,Directed,154979
5578,8936,Directed,154980
1973,9084,Directed,154981
3762,9025,Directed,154982
506,8504,Directed,154983
7656,9219,Directed,154984
4752,9084,Directed,154985
1625,8463,Directed,154986
3762,9025,Directed,154987
1973,9084,Directed,154988
1973,9084,Directed,154989
1973,9084,Directed,154990
8132,8290,Directed,154991
8133,9089,Directed,154992
8133,9089,Directed,154993
3016,8553,Directed,154994
2425,9084,Directed,154995
68,8438,Directed,154996
8134,8361,Directed,154997
4107,9047,Directed,154998
4447,8396,Directed,154999
8135,9084,Directed,155000
1179,8702,Directed,155001
8136,8379,Directed,155002
480,9084,Directed,155003
1478,8773,Directed,155004
5415,8606,Directed,155005
1244,9041,Directed,155006
1478,8773,Directed,155007
1373,8361,Directed,155008
7656,9219,Directed,155009
5415,8606,Directed,155010
480,9084,Directed,155011
7102,8786,Directed,155012
7994,8937,Directed,155013
6820,9194,Directed,155014
480,9084,Directed,155015
1478,8773,Directed,155016
5467,9118,Directed,155017
480,9084,Directed,155018
286,9090,Directed,155019
218,8626,Directed,155020
3762,9025,Directed,155021
5467,9118,Directed,155022
1785,8771,Directed,155023
1533,9031,Directed,155024
3762,9025,Directed,155025
1185,8988,Directed,155026
218,8626,Directed,155027
3762,9025,Directed,155028
218,8626,Directed,155029
1206,9084,Directed,155030
4107,9047,Directed,155031
8137,8680,Directed,155032
218,8626,Directed,155033
8137,8680,Directed,155034
218,8626,Directed,155035
7756,9084,Directed,155036
13,8239,Directed,155037
218,8437,Directed,155038
4107,9047,Directed,155039
4752,8401,Directed,155040
4752,8772,Directed,155041
675,8411,Directed,155042
218,8437,Directed,155043
8138,9084,Directed,155044
4107,9047,Directed,155045
7102,8786,Directed,155046
1185,8988,Directed,155047
781,8617,Directed,155048
3352,8772,Directed,155049
781,8617,Directed,155050
7102,8786,Directed,155051
8139,9084,Directed,155052
1264,8634,Directed,155053
5467,9118,Directed,155054
1665,8813,Directed,155055
8130,9084,Directed,155056
5622,8576,Directed,155057
8130,9084,Directed,155058
4202,8248,Directed,155059
480,9084,Directed,155060
1264,8286,Directed,155061
1244,9041,Directed,155062
5415,8606,Directed,155063
3762,9025,Directed,155064
1665,8813,Directed,155065
249,8814,Directed,155066
1244,9041,Directed,155067
6862,9196,Directed,155068
1971,8853,Directed,155069
5467,9118,Directed,155070
4107,9047,Directed,155071
8140,8297,Directed,155072
1971,8853,Directed,155073
6862,9196,Directed,155074
1185,8988,Directed,155075
1971,8853,Directed,155076
8136,8379,Directed,155077
8130,9084,Directed,155078
5467,9118,Directed,155079
1665,8813,Directed,155080
1185,8988,Directed,155081
8136,8379,Directed,155082
1206,8734,Directed,155083
541,8772,Directed,155084
5467,9118,Directed,155085
8136,8379,Directed,155086
1206,8734,Directed,155087
1983,8406,Directed,155088
1264,9084,Directed,155089
1264,9084,Directed,155090
2003,8859,Directed,155091
2003,8859,Directed,155092
5467,9118,Directed,155093
2003,8859,Directed,155094
6103,8853,Directed,155095
4107,9047,Directed,155096
8141,9084,Directed,155097
5415,8606,Directed,155098
8130,9084,Directed,155099
2866,8411,Directed,155100
4107,9047,Directed,155101
8136,8379,Directed,155102
36,8411,Directed,155103
8142,9084,Directed,155104
8139,9084,Directed,155105
4464,8716,Directed,155106
36,8411,Directed,155107
285,8437,Directed,155108
6862,9196,Directed,155109
8130,9084,Directed,155110
2264,8818,Directed,155111
2479,8481,Directed,155112
2264,8818,Directed,155113
286,9090,Directed,155114
1244,9041,Directed,155115
2557,8448,Directed,155116
6862,9196,Directed,155117
17,8612,Directed,155118
285,9084,Directed,155119
285,9084,Directed,155120
5467,9118,Directed,155121
285,9084,Directed,155122
6103,8853,Directed,155123
4464,8243,Directed,155124
4464,8243,Directed,155125
4464,8243,Directed,155126
8130,9084,Directed,155127
8130,9084,Directed,155128
7656,9219,Directed,155129
1331,8349,Directed,155130
286,9090,Directed,155131
8136,8379,Directed,155132
6862,9196,Directed,155133
584,8411,Directed,155134
8143,8975,Directed,155135
286,9090,Directed,155136
6862,9196,Directed,155137
3270,8986,Directed,155138
2003,8859,Directed,155139
4085,9047,Directed,155140
8143,8975,Directed,155141
3270,8986,Directed,155142
6862,9196,Directed,155143
487,9084,Directed,155144
1296,8937,Directed,155145
2264,8818,Directed,155146
6862,9196,Directed,155147
286,9090,Directed,155148
5467,9118,Directed,155149
1220,9054,Directed,155150
1296,8937,Directed,155151
6862,9196,Directed,155152
7991,8764,Directed,155153
1220,9054,Directed,155154
487,9084,Directed,155155
1331,8349,Directed,155156
311,8243,Directed,155157
487,9084,Directed,155158
2264,8818,Directed,155159
1225,9084,Directed,155160
4217,9084,Directed,155161
6862,9196,Directed,155162
6862,9196,Directed,155163
277,9084,Directed,155164
6862,9196,Directed,155165
8130,9084,Directed,155166
2870,8260,Directed,155167
487,9084,Directed,155168
1221,9124,Directed,155169
1305,9223,Directed,155170
6862,9196,Directed,155171
1719,8662,Directed,155172
8130,9084,Directed,155173
6862,9196,Directed,155174
1296,9092,Directed,155175
8144,8349,Directed,155176
487,9084,Directed,155177
2534,8433,Directed,155178
179,8363,Directed,155179
1331,8349,Directed,155180
6862,9196,Directed,155181
277,9084,Directed,155182
2394,8887,Directed,155183
6862,9196,Directed,155184
47,8742,Directed,155185
277,9084,Directed,155186
277,9084,Directed,155187
1331,8349,Directed,155188
8145,9084,Directed,155189
8144,8349,Directed,155190
3270,8896,Directed,155191
6862,9196,Directed,155192
487,9084,Directed,155193
277,9084,Directed,155194
220,8508,Directed,155195
6862,9196,Directed,155196
220,8508,Directed,155197
277,9084,Directed,155198
1305,9223,Directed,155199
6862,9196,Directed,155200
6862,9196,Directed,155201
8144,8349,Directed,155202
277,9084,Directed,155203
8146,9084,Directed,155204
6862,9196,Directed,155205
768,8338,Directed,155206
8144,8349,Directed,155207
2870,8260,Directed,155208
6862,9196,Directed,155209
2557,8924,Directed,155210
7656,9219,Directed,155211
3395,8349,Directed,155212
768,8338,Directed,155213
2394,8887,Directed,155214
373,8349,Directed,155215
5467,9118,Directed,155216
1305,9223,Directed,155217
1331,8349,Directed,155218
197,8375,Directed,155219
6862,9196,Directed,155220
2534,8433,Directed,155221
4107,9047,Directed,155222
487,9084,Directed,155223
8144,8349,Directed,155224
1331,8349,Directed,155225
68,8937,Directed,155226
8144,8349,Directed,155227
2003,8859,Directed,155228
1331,8349,Directed,155229
487,9084,Directed,155230
8130,9084,Directed,155231
1331,8349,Directed,155232
8144,8349,Directed,155233
8144,8349,Directed,155234
487,9084,Directed,155235
575,8462,Directed,155236
1331,8349,Directed,155237
4752,8612,Directed,155238
8144,8349,Directed,155239
7205,8371,Directed,155240
197,8375,Directed,155241
3395,8349,Directed,155242
487,9084,Directed,155243
2557,8924,Directed,155244
774,8338,Directed,155245
2394,8887,Directed,155246
977,8668,Directed,155247
4107,9047,Directed,155248
774,8338,Directed,155249
4107,9047,Directed,155250
7205,9084,Directed,155251
487,9084,Directed,155252
2216,8414,Directed,155253
17,8577,Directed,155254
285,8853,Directed,155255
8130,9084,Directed,155256
4107,9047,Directed,155257
487,9084,Directed,155258
2264,8818,Directed,155259
2394,8887,Directed,155260
5467,9118,Directed,155261
1220,8411,Directed,155262
277,8896,Directed,155263
487,9084,Directed,155264
1220,8411,Directed,155265
1220,8411,Directed,155266
7205,8371,Directed,155267
5467,9118,Directed,155268
487,9084,Directed,155269
4107,9047,Directed,155270
271,9084,Directed,155271
277,9084,Directed,155272
1802,8250,Directed,155273
1802,8250,Directed,155274
1288,8262,Directed,155275
277,9084,Directed,155276
487,9084,Directed,155277
271,9084,Directed,155278
109,9084,Directed,155279
7064,8662,Directed,155280
8147,8474,Directed,155281
271,9084,Directed,155282
277,9084,Directed,155283
8147,8474,Directed,155284
1250,8731,Directed,155285
2003,8859,Directed,155286
2366,8882,Directed,155287
487,9084,Directed,155288
277,9084,Directed,155289
197,8375,Directed,155290
2003,8859,Directed,155291
487,9084,Directed,155292
1250,8731,Directed,155293
1244,9041,Directed,155294
271,9084,Directed,155295
2003,8859,Directed,155296
1250,8731,Directed,155297
277,9084,Directed,155298
2003,8859,Directed,155299
5467,9118,Directed,155300
2003,8859,Directed,155301
2557,8924,Directed,155302
271,9084,Directed,155303
487,9084,Directed,155304
5467,9118,Directed,155305
2003,8859,Directed,155306
271,9084,Directed,155307
2394,8887,Directed,155308
447,8794,Directed,155309
271,9084,Directed,155310
2003,8859,Directed,155311
4085,8734,Directed,155312
487,9084,Directed,155313
4107,9047,Directed,155314
1244,9041,Directed,155315
2068,9084,Directed,155316
2557,8924,Directed,155317
5481,8345,Directed,155318
8146,9084,Directed,155319
8090,8441,Directed,155320
4107,9047,Directed,155321
2394,8887,Directed,155322
2557,8924,Directed,155323
271,9084,Directed,155324
8148,8408,Directed,155325
2557,8924,Directed,155326
2557,8924,Directed,155327
197,8375,Directed,155328
271,9084,Directed,155329
2557,8924,Directed,155330
1199,8773,Directed,155331
271,9084,Directed,155332
1802,8250,Directed,155333
1478,8773,Directed,155334
3659,9008,Directed,155335
487,9084,Directed,155336
2648,8927,Directed,155337
2394,8887,Directed,155338
197,8375,Directed,155339
2394,8887,Directed,155340
981,8411,Directed,155341
4107,9047,Directed,155342
2557,8924,Directed,155343
981,8411,Directed,155344
487,9084,Directed,155345
6654,8419,Directed,155346
981,8411,Directed,155347
1331,8349,Directed,155348
487,9084,Directed,155349
4107,9047,Directed,155350
4107,9047,Directed,155351
47,8742,Directed,155352
867,9084,Directed,155353
1331,8349,Directed,155354
1802,8250,Directed,155355
8149,8928,Directed,155356
823,8349,Directed,155357
3275,8827,Directed,155358
1331,8349,Directed,155359
823,8508,Directed,155360
487,9084,Directed,155361
1258,8508,Directed,155362
867,9084,Directed,155363
823,8508,Directed,155364
994,8634,Directed,155365
867,9084,Directed,155366
823,8508,Directed,155367
1258,8508,Directed,155368
867,9084,Directed,155369
3880,8762,Directed,155370
829,8347,Directed,155371
823,8508,Directed,155372
8146,9084,Directed,155373
5467,9118,Directed,155374
823,8508,Directed,155375
823,8508,Directed,155376
8149,8928,Directed,155377
6411,9205,Directed,155378
8146,9084,Directed,155379
1276,9084,Directed,155380
823,8508,Directed,155381
2003,8859,Directed,155382
1557,8790,Directed,155383
3636,9084,Directed,155384
189,8273,Directed,155385
1557,8790,Directed,155386
2003,8859,Directed,155387
109,9084,Directed,155388
2003,8859,Directed,155389
8149,8928,Directed,155390
220,8349,Directed,155391
4266,9084,Directed,155392
271,9084,Directed,155393
2003,8859,Directed,155394
5467,9118,Directed,155395
8149,8928,Directed,155396
271,9084,Directed,155397
220,8349,Directed,155398
1557,8790,Directed,155399
271,9084,Directed,155400
2264,8818,Directed,155401
8149,8928,Directed,155402
835,8411,Directed,155403
218,8626,Directed,155404
8149,8928,Directed,155405
2264,8818,Directed,155406
2003,8859,Directed,155407
2003,8859,Directed,155408
2003,8859,Directed,155409
2003,8859,Directed,155410
220,8349,Directed,155411
2003,8859,Directed,155412
1388,8757,Directed,155413
2003,8859,Directed,155414
193,8373,Directed,155415
218,8626,Directed,155416
1557,8790,Directed,155417
6411,9205,Directed,155418
3114,9197,Directed,155419
218,8436,Directed,155420
8149,8928,Directed,155421
8150,8261,Directed,155422
7064,8662,Directed,155423
218,8436,Directed,155424
2394,8887,Directed,155425
8146,9084,Directed,155426
1557,8790,Directed,155427
2003,8859,Directed,155428
8,8470,Directed,155429
1971,8564,Directed,155430
8151,9084,Directed,155431
6276,8454,Directed,155432
220,8508,Directed,155433
1971,8564,Directed,155434
6118,9028,Directed,155435
5129,8928,Directed,155436
1971,8564,Directed,155437
218,8626,Directed,155438
867,8411,Directed,155439
1971,8564,Directed,155440
2846,8988,Directed,155441
76,8327,Directed,155442
2264,8818,Directed,155443
867,9084,Directed,155444
867,9084,Directed,155445
346,8677,Directed,155446
3275,8827,Directed,155447
5407,9084,Directed,155448
2103,9084,Directed,155449
36,8411,Directed,155450
220,8564,Directed,155451
36,8411,Directed,155452
4499,9084,Directed,155453
2846,8988,Directed,155454
1973,9084,Directed,155455
506,9123,Directed,155456
8152,8853,Directed,155457
429,8411,Directed,155458
506,9123,Directed,155459
4499,9084,Directed,155460
867,9084,Directed,155461
3275,8827,Directed,155462
6338,9166,Directed,155463
1199,8773,Directed,155464
6862,9196,Directed,155465
506,9123,Directed,155466
278,8436,Directed,155467
3275,8827,Directed,155468
346,8764,Directed,155469
109,9084,Directed,155470
1478,8773,Directed,155471
278,8436,Directed,155472
8153,8282,Directed,155473
5,8232,Directed,155474
1973,9084,Directed,155475
3275,8827,Directed,155476
6862,9196,Directed,155477
1613,8956,Directed,155478
8153,8282,Directed,155479
278,8436,Directed,155480
271,9084,Directed,155481
1856,8842,Directed,155482
277,9084,Directed,155483
306,8428,Directed,155484
1613,8956,Directed,155485
6862,9196,Directed,155486
2892,8594,Directed,155487
2436,8411,Directed,155488
8153,8282,Directed,155489
6002,9161,Directed,155490
5858,8574,Directed,155491
815,8372,Directed,155492
3275,8827,Directed,155493
278,8626,Directed,155494
823,8508,Directed,155495
353,8392,Directed,155496
175,8590,Directed,155497
3275,8827,Directed,155498
277,9084,Directed,155499
5,8232,Directed,155500
277,9084,Directed,155501
1613,8956,Directed,155502
1973,9084,Directed,155503
277,9084,Directed,155504
277,9084,Directed,155505
835,8456,Directed,155506
5,8232,Directed,155507
429,8261,Directed,155508
716,8437,Directed,155509
6002,9161,Directed,155510
306,8428,Directed,155511
277,9084,Directed,155512
3862,9084,Directed,155513
318,9084,Directed,155514
1244,9041,Directed,155515
318,9084,Directed,155516
716,8626,Directed,155517
1607,8367,Directed,155518
6002,9161,Directed,155519
6252,9151,Directed,155520
6002,9161,Directed,155521
8149,8928,Directed,155522
1381,8758,Directed,155523
7053,8529,Directed,155524
285,8626,Directed,155525
285,8626,Directed,155526
8149,8928,Directed,155527
6752,9097,Directed,155528
861,8549,Directed,155529
8154,9084,Directed,155530
1607,8367,Directed,155531
379,8954,Directed,155532
400,8489,Directed,155533
3351,8914,Directed,155534
1296,9226,Directed,155535
8155,9084,Directed,155536
3862,9084,Directed,155537
400,8914,Directed,155538
6866,9185,Directed,155539
1973,9084,Directed,155540
8154,9084,Directed,155541
1973,9084,Directed,155542
1296,9226,Directed,155543
8154,9084,Directed,155544
1392,8470,Directed,155545
1973,9084,Directed,155546
277,9084,Directed,155547
318,9084,Directed,155548
379,8954,Directed,155549
2264,8818,Directed,155550
1244,9041,Directed,155551
3114,9084,Directed,155552
1244,9041,Directed,155553
379,8954,Directed,155554
379,8954,Directed,155555
879,8834,Directed,155556
866,8625,Directed,155557
318,9084,Directed,155558
411,8740,Directed,155559
1381,8758,Directed,155560
526,8510,Directed,155561
835,8456,Directed,155562
306,8428,Directed,155563
1381,8758,Directed,155564
447,8454,Directed,155565
934,8576,Directed,155566
2289,8894,Directed,155567
1381,8758,Directed,155568
318,9084,Directed,155569
2169,8327,Directed,155570
8156,9084,Directed,155571
318,9084,Directed,155572
4096,8883,Directed,155573
306,8428,Directed,155574
890,9047,Directed,155575
318,9084,Directed,155576
1313,9215,Directed,155577
1313,9215,Directed,155578
285,8626,Directed,155579
1148,8869,Directed,155580
285,8796,Directed,155581
1671,8780,Directed,155582
7116,8612,Directed,155583
5415,8606,Directed,155584
1381,8758,Directed,155585
7116,8612,Directed,155586
1381,8758,Directed,155587
2264,8818,Directed,155588
1863,8756,Directed,155589
2134,8937,Directed,155590
7116,8612,Directed,155591
493,8411,Directed,155592
3114,9084,Directed,155593
447,8454,Directed,155594
178,8362,Directed,155595
6862,9196,Directed,155596
493,8411,Directed,155597
4096,8734,Directed,155598
7116,8612,Directed,155599
5415,8606,Directed,155600
178,8362,Directed,155601
1973,9084,Directed,155602
6862,9196,Directed,155603
447,8454,Directed,155604
997,8489,Directed,155605
493,8411,Directed,155606
5415,8606,Directed,155607
1863,8756,Directed,155608
308,8451,Directed,155609
6862,9196,Directed,155610
2361,8894,Directed,155611
270,8432,Directed,155612
308,8451,Directed,155613
318,9084,Directed,155614
4096,8734,Directed,155615
178,8362,Directed,155616
5129,8928,Directed,155617
7116,8612,Directed,155618
270,8432,Directed,155619
7656,9219,Directed,155620
447,8454,Directed,155621
8157,8526,Directed,155622
8158,8490,Directed,155623
1863,8756,Directed,155624
1343,9205,Directed,155625
1139,8349,Directed,155626
7116,8612,Directed,155627
5791,9146,Directed,155628
1139,8349,Directed,155629
6862,9196,Directed,155630
8159,8411,Directed,155631
308,8451,Directed,155632
1139,8938,Directed,155633
934,8900,Directed,155634
8159,8411,Directed,155635
225,8394,Directed,155636
861,8549,Directed,155637
447,8454,Directed,155638
270,8432,Directed,155639
7116,8612,Directed,155640
488,8241,Directed,155641
270,8432,Directed,155642
1863,8756,Directed,155643
2361,9179,Directed,155644
4096,8734,Directed,155645
308,8451,Directed,155646
2907,8411,Directed,155647
8157,8591,Directed,155648
379,8954,Directed,155649
379,8954,Directed,155650
879,8834,Directed,155651
1501,9166,Directed,155652
1973,9084,Directed,155653
447,8454,Directed,155654
509,9197,Directed,155655
1501,9166,Directed,155656
1501,9166,Directed,155657
879,8834,Directed,155658
879,8834,Directed,155659
270,8432,Directed,155660
879,8834,Directed,155661
6411,9205,Directed,155662
879,8834,Directed,155663
8157,8591,Directed,155664
308,8451,Directed,155665
879,8834,Directed,155666
8160,8892,Directed,155667
6411,9205,Directed,155668
879,8834,Directed,155669
879,8834,Directed,155670
119,8668,Directed,155671
119,8668,Directed,155672
879,8834,Directed,155673
119,8668,Directed,155674
493,8411,Directed,155675
493,8411,Directed,155676
1478,8773,Directed,155677
340,8345,Directed,155678
675,8411,Directed,155679
8161,9084,Directed,155680
1244,9041,Directed,155681
364,8470,Directed,155682
2289,8894,Directed,155683
7656,9219,Directed,155684
623,8487,Directed,155685
477,9084,Directed,155686
2003,8859,Directed,155687
340,8345,Directed,155688
148,9214,Directed,155689
7064,8662,Directed,155690
379,8954,Directed,155691
7064,8662,Directed,155692
4202,8435,Directed,155693
623,8487,Directed,155694
7064,8662,Directed,155695
5103,9093,Directed,155696
477,9224,Directed,155697
8156,9084,Directed,155698
7064,8662,Directed,155699
342,8464,Directed,155700
4202,8435,Directed,155701
342,8464,Directed,155702
5103,9093,Directed,155703
68,8758,Directed,155704
1119,8716,Directed,155705
8162,8628,Directed,155706
400,8914,Directed,155707
1119,8716,Directed,155708
1973,9084,Directed,155709
2443,8299,Directed,155710
6359,9166,Directed,155711
1119,8716,Directed,155712
8156,9084,Directed,155713
379,8954,Directed,155714
1119,8716,Directed,155715
623,9215,Directed,155716
175,8853,Directed,155717
2443,8299,Directed,155718
7656,9219,Directed,155719
8162,8628,Directed,155720
1119,8716,Directed,155721
284,8447,Directed,155722
1973,9084,Directed,155723
178,8362,Directed,155724
2289,8894,Directed,155725
379,8954,Directed,155726
8163,9080,Directed,155727
104,8384,Directed,155728
379,8954,Directed,155729
623,8914,Directed,155730
948,8673,Directed,155731
270,8432,Directed,155732
104,8384,Directed,155733
1905,8446,Directed,155734
379,8954,Directed,155735
8163,9080,Directed,155736
8164,8577,Directed,155737
400,8817,Directed,155738
7627,8590,Directed,155739
5720,8591,Directed,155740
285,8626,Directed,155741
379,8954,Directed,155742
285,8626,Directed,155743
270,8432,Directed,155744
1392,8470,Directed,155745
870,9063,Directed,155746
8163,9080,Directed,155747
601,8995,Directed,155748
1338,8411,Directed,155749
8081,9106,Directed,155750
1101,8758,Directed,155751
119,8887,Directed,155752
8163,9080,Directed,155753
4202,8273,Directed,155754
285,8626,Directed,155755
5291,9107,Directed,155756
285,8626,Directed,155757
6276,8454,Directed,155758
285,8626,Directed,155759
